date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:39:15	65906/65906	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:137d9e3707e2a6b7b2d8e41cf78d3c31%22	https://vaperrzone.myshopify.com/cart	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cart.html	(from https://vaperrzone.myshopify.com/)
00:39:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:15%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-card.css?v=120341546515895839841724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-card177d.css	(from https://vaperrzone.myshopify.com/)
00:39:15	11880/11880	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-card.css?v=120341546515895839841724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-card177d.css	(from https://vaperrzone.myshopify.com/)
00:39:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:15%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-slider.css?v=14039311878856620671724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-slider08e9.css	(from https://vaperrzone.myshopify.com/)
00:39:15	7910/7910	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:22%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-slider.css?v=14039311878856620671724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-slider08e9.css	(from https://vaperrzone.myshopify.com/)
00:39:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:15%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/template-collection.css?v=58558206033505836701724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/template-collection32a1.css	(from https://vaperrzone.myshopify.com/)
00:39:16	1515/1515	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/template-collection.css?v=58558206033505836701724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/template-collection32a1.css	(from https://vaperrzone.myshopify.com/)
00:39:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:16%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-rating.css?v=179577762467860590411724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-rating88d2.css	(from https://vaperrzone.myshopify.com/)
00:39:16	1103/1103	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-rating.css?v=179577762467860590411724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-rating88d2.css	(from https://vaperrzone.myshopify.com/)
00:39:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:16%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-volume-pricing.css?v=111870094811454961941724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-volume-pricingd736.css	(from https://vaperrzone.myshopify.com/)
00:39:17	1133/1133	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-volume-pricing.css?v=111870094811454961941724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-volume-pricingd736.css	(from https://vaperrzone.myshopify.com/)
00:39:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:17%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quick-order-list.css?v=38387008350345892421724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quick-order-listcc46.css	(from https://vaperrzone.myshopify.com/)
00:39:17	9474/9474	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quick-order-list.css?v=38387008350345892421724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quick-order-listcc46.css	(from https://vaperrzone.myshopify.com/)
00:39:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:17%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover.css?v=78745769908715669131724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover311b.css	(from https://vaperrzone.myshopify.com/)
00:39:17	2968/2968	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover.css?v=78745769908715669131724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover311b.css	(from https://vaperrzone.myshopify.com/)
00:39:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:18%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperarandanos.jpg?v=1724365850&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperarandanose7f5.jpg	(from https://vaperrzone.myshopify.com/)
00:39:18	11550/11550	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:18%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperarandanos.jpg?v=1724365850&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperarandanose7f5.jpg	(from https://vaperrzone.myshopify.com/)
00:39:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:18%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/todos4800_35c4740d-932b-4480-86fe-d668e5f33a0d.jpg?v=1724365849&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_35c4740d-932b-4480-86fe-d668e5f33a0db52d.jpg	(from https://vaperrzone.myshopify.com/)
00:39:19	69229/69229	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:19%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/todos4800_35c4740d-932b-4480-86fe-d668e5f33a0d.jpg?v=1724365849&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_35c4740d-932b-4480-86fe-d668e5f33a0db52d.jpg	(from https://vaperrzone.myshopify.com/)
00:39:19	104121/104121	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:9c00ba28fd7605777ba90a64633e4009%22	https://vaperrzone.myshopify.com/products/vaper-arandanos-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-arandanos-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:20%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperfresa.jpg?v=1724365958&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperfresa0d93.jpg	(from https://vaperrzone.myshopify.com/)
00:39:20	10646/10646	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:20%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperfresa.jpg?v=1724365958&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperfresa0d93.jpg	(from https://vaperrzone.myshopify.com/)
00:39:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:20%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/todos4800.jpg?v=1724365722&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos48008574.jpg	(from https://vaperrzone.myshopify.com/)
00:39:21	69229/69229	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:21%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/todos4800.jpg?v=1724365722&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos48008574.jpg	(from https://vaperrzone.myshopify.com/)
00:39:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:21%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperlimon.jpg?v=1724366034&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperlimon8362.jpg	(from https://vaperrzone.myshopify.com/)
00:39:21	103199/103199	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:09afa3952efbb78ad07dbaec5cbe0a8f%22	https://vaperrzone.myshopify.com/products/vaper-fresa-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-fresa-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:22	10630/10630	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:22%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperlimon.jpg?v=1724366034&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperlimon8362.jpg	(from https://vaperrzone.myshopify.com/)
00:39:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:22%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/todos4800_baa47ca9-8c4c-43de-85d0-f75386033c34.jpg?v=1724366034&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_baa47ca9-8c4c-43de-85d0-f75386033c348362.jpg	(from https://vaperrzone.myshopify.com/)
00:39:22	69229/69229	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:22%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/todos4800_baa47ca9-8c4c-43de-85d0-f75386033c34.jpg?v=1724366034&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_baa47ca9-8c4c-43de-85d0-f75386033c348362.jpg	(from https://vaperrzone.myshopify.com/)
00:39:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:23%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperLychee.jpg?v=1724366101&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperLychee7cd4.jpg	(from https://vaperrzone.myshopify.com/)
00:39:23	103871/103871	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3d6ddb044ba4837f5f1d0c6ddde4131c%22	https://vaperrzone.myshopify.com/products/vaper-limon-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-limon-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:23	12396/12396	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperLychee.jpg?v=1724366101&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperLychee7cd4.jpg	(from https://vaperrzone.myshopify.com/)
00:39:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:23%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/todos4800_75effd54-14e3-45a7-afee-9d7091d79204.jpg?v=1724366102&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_75effd54-14e3-45a7-afee-9d7091d79204f570.jpg	(from https://vaperrzone.myshopify.com/)
00:39:24	69229/69229	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:24%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/todos4800_75effd54-14e3-45a7-afee-9d7091d79204.jpg?v=1724366102&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/todos4800_75effd54-14e3-45a7-afee-9d7091d79204f570.jpg	(from https://vaperrzone.myshopify.com/)
00:39:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:24%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vapermango.jpg?v=1724352047&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vapermangoc718.jpg	(from https://vaperrzone.myshopify.com/)
00:39:25	103894/103894	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:937305d364d4fc79db66f84ad1cf385c%22	https://vaperrzone.myshopify.com/products/vaper-lychee-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-lychee-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:25	10880/10880	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:10:35%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vapermango.jpg?v=1724352047&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vapermangoc718.jpg	(from https://vaperrzone.myshopify.com/)
00:39:25	98306/98306	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a770f66c920cc492eea31e5a534a520e%22	https://vaperrzone.myshopify.com/products/vaper-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:25%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/melon.jpg?v=1724358521&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/melonb7ec.jpg	(from https://vaperrzone.myshopify.com/)
00:39:26	9359/9359	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:10:36%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/melon.jpg?v=1724358521&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/melonb7ec.jpg	(from https://vaperrzone.myshopify.com/)
00:39:26	98292/98292	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:c3abf25761e85f303da901b531e5c602%22	https://vaperrzone.myshopify.com/products/vaper-melon-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-melon-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:26%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vapersandfia.jpg?v=1724358323&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vapersandfiadd37.jpg	(from https://vaperrzone.myshopify.com/)
00:39:26	10672/10672	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:10:37%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vapersandfia.jpg?v=1724358323&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vapersandfiadd37.jpg	(from https://vaperrzone.myshopify.com/)
00:39:27	98530/98530	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e238cb80461fa4a1af21aba4e7ca4c66%22	https://vaperrzone.myshopify.com/products/vaper-sandia-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-sandia-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:27%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperuva.jpg?v=1724365662&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperuva5832.jpg	(from https://vaperrzone.myshopify.com/)
00:39:27	8757/8757	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:27%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperuva.jpg?v=1724365662&width=533	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperuva5832.jpg	(from https://vaperrzone.myshopify.com/)
00:39:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:28%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/section-footer.css?v=61390616271034004541724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/section-footer5419.css	(from https://vaperrzone.myshopify.com/)
00:39:28	103088/103088	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:555516c267d7658c49cb55dbf637e352%22	https://vaperrzone.myshopify.com/products/vaper-uva-4800-caladas	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/products/vaper-uva-4800-caladas.html	(from https://vaperrzone.myshopify.com/)
00:39:28	7535/7535	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/section-footer.css?v=61390616271034004541724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/section-footer5419.css	(from https://vaperrzone.myshopify.com/)
00:39:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:28%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-newsletter.css?v=4727253280200485261724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-newsletterfa74.css	(from https://vaperrzone.myshopify.com/)
00:39:28	1306/1306	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-newsletter.css?v=4727253280200485261724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-newsletterfa74.css	(from https://vaperrzone.myshopify.com/)
00:39:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:28%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-payment.css?v=69253961410771838501724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-payment2f1e.css	(from https://vaperrzone.myshopify.com/)
00:39:29	362/362	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-payment.css?v=69253961410771838501724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-payment2f1e.css	(from https://vaperrzone.myshopify.com/)
00:39:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:29%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-social.css?v=35792976012981934991724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-social5d36.css	(from https://vaperrzone.myshopify.com/)
00:39:29	504/504	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-social.css?v=35792976012981934991724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-list-social5d36.css	(from https://vaperrzone.myshopify.com/)
00:39:30	82822/82822	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5e49b67e4425c4d66b92d0c18126d78a%22	https://vaperrzone.myshopify.com/policies/privacy-policy	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/policies/privacy-policy.html	(from https://vaperrzone.myshopify.com/)
00:39:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:30%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/predictive-search.js?v=57209189334897115771724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/predictive-search7e26.js	(from https://vaperrzone.myshopify.com/)
00:39:30	6316/6316	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2022%20Aug%202024%2020:03:23%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/predictive-search.js?v=57209189334897115771724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/predictive-search7e26.js	(from https://vaperrzone.myshopify.com/)
00:39:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:31%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-cart.css?v=165982380921400067651724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-cart3867.css	(from https://vaperrzone.myshopify.com/cart)
00:39:31	179349/179349	---M--	200	added ('OK')	image/gif	date:Thu,%2022%20Aug%202024%2022:10:40%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/sparkle.gif	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/sparkle.gif	(from https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/base.css?v=155294859434750486431724356542)
00:39:31	2871/2871	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2022:10:41%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-cart.css?v=165982380921400067651724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-cart3867.css	(from https://vaperrzone.myshopify.com/cart)
00:39:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:31%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-totals.css?v=15906652033866631521724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-totalsb443.css	(from https://vaperrzone.myshopify.com/cart)
00:39:31	493/493	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2022:10:42%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-totals.css?v=15906652033866631521724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-totalsb443.css	(from https://vaperrzone.myshopify.com/cart)
00:39:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:32%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-discounts.css?v=152760482443307489271724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-discounts0b62.css	(from https://vaperrzone.myshopify.com/cart)
00:39:32	562/562	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Aug%202024%2022:10:42%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-discounts.css?v=152760482443307489271724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/component-discounts0b62.css	(from https://vaperrzone.myshopify.com/cart)
00:39:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:32%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/cart.js?v=53973376719736494311724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/cart10e7.js	(from https://vaperrzone.myshopify.com/cart)
00:39:32	7867/7867	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2022%20Aug%202024%2022:10:43%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/cart.js?v=53973376719736494311724356542	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/cart10e7.js	(from https://vaperrzone.myshopify.com/cart)
00:39:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:32%20GMT	http://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover.js?v=987015268078116491724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popoverbfa3.js	(from https://vaperrzone.myshopify.com/cart)
00:39:33	2775/2775	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2022%20Aug%202024%2022:10:43%20GMT	https://vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popover.js?v=987015268078116491724356543	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/t/2/assets/quantity-popoverbfa3.js	(from https://vaperrzone.myshopify.com/cart)
00:39:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2022:39:33%20GMT	http://vaperrzone.myshopify.com/cdn/shop/files/vaperarandanos.jpg?v=1724365850	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperarandanosec7f.jpg	(from https://vaperrzone.myshopify.com/products/vaper-arandanos-4800-caladas)
00:39:33	81408/81408	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3a46293524be04cccf792d14a2120615%22	https://vaperrzone.myshopify.com/collections/all	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/collections/all.html	(from https://vaperrzone.myshopify.com/cart)
00:39:34	52043/52043	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Aug%202024%2022:39:34%20GMT	https://vaperrzone.myshopify.com/cdn/shop/files/vaperarandanos.jpg?v=1724365850	C:/Users/Wasap/Desktop/sssssss/vaperrzone.myshopify.com/cdn/shop/files/vaperarandanosec7f.jpg	(from https://vaperrzone.myshopify.com/products/vaper-arandanos-4800-caladas)
